help_cat,help_type,loc,loc_extra,nums,per,text,tid,time
NOT_COVID,OXYGEN,"['darjeeling', 'siliguri']","['darjeeling', 'siliguri']",['9832020788'],['ashok sharma'],fay LY ovidn f .s | i COVID RESOURCES BENGAL District Name- darjeeling Area of the Supplier- siliguri Supplier's name- ashok sharma Contact: 9832020788 Availability Status:- Fresh Cylinder-yes Refilling-yes Area Covered- Additional info-NA isourcesbengal Uh) OS) EL =) B= ,xxxx,2021-05-14T15:49:26.535899

NOT_COVID,OXYGEN_BED,"['bengal', 'murshidabad', 'berhampore', 'berhampore']","['bengal', 'murshidabad', 'berhampore', 'berhampore']",['7003103243'],[]," COVID RESOURCES BENGAL _ District Name- Murshidabad Area of the Supplier- Berhampore Supplier's name- Ankhi Ganguly Supplier's Contact- 7003103243 Date & Time of verification: May 14, 4:10pm Availability Status:- Fresh Cylinder-No Refilling-Only Refill Area Covered- Berhampore Additional info-NA @covidresourcesbengal ",xxxx,2021-05-14T15:49:30.030635

NOT_COVID,OXYGEN_BED,[],[],[],[], I Pa im covidresourcesbengal KOLKATA NORTH 24 PARGANAS Share and amplify! ,xxxx,2021-05-14T15:49:31.122365

NOT_COVID,OXYGEN_BED,['burdwan'],['burdwan'],['9564884217'],[],"COVID RESOURCES BENGAL _ District Name- burdwan Area of the Supplier- asansol Supplier's name- sen enterprise Contact- 9564884217 Date and time of verification: 16: 59 , may 14 Availability Status: yes cans Fresh Cylinder- yes( free not available, can available and 10It for sale) @covidresourcesbengal ",xxxx,2021-05-14T15:49:32.981244

NOT_COVID,OTHER,[],[],[],[],(col) Cty tay Crag ,xxxx,2021-05-14T15:49:33.961069

NOT_COVID,BLOOD,[],[],[],[], ,xxxx,2021-05-14T15:49:38.385683

NOT_COVID,BLOOD,[],[],[],[], ,xxxx,2021-05-14T15:49:39.965784

NOT_COVID,BLOOD,"['purulia', 'purulia']","['purulia', 'purulia']",['6289160044'],[],Covid Resources Bengal District Name - Purulia Area of the supplier. Purulia Name of the supplier. Pashe Achi Purulia Contact no: 6289160044 Time and date of verification: 14/05/21 08:17 PM Fresh cylinder. yes Refilling: Yes Area covered: Entire Purulia Additional Information : N/A ,xxxx,2021-05-14T15:49:42.346803

NOT_COVID,OXYGEN,['kolkata'],['kolkata'],['7866833414'],[],Covid Resources Bengal District Name - Kolkata Area of the supplier. Gariahat Name of the supplier. Sumit Contact no: 7866833414 Time and date of verification: 14/05/21 08:41 PM Fresh cylinder. Yes Refilling: Yes Area covered: Gariahat Additional Information : Need to show the covid positive report to get oxygen ,xxxx,2021-05-14T15:49:45.499711

NOT_COVID,BLOOD,[],[],[],[], ,xxxx,2021-05-14T15:49:49.177731

NOT_COVID,BLOOD,[],[],[],[], ,xxxx,2021-05-14T15:49:50.846295

NOT_COVID,OXYGEN,['kolkata'],['kolkata'],['6289865752'],['arijit mukherjee'],Covid Resources Bengal District Name- Kolkata Area of the Supplier-Saltlake Supplier's name- Arijit Mukherjee Suppliers� Contact- 6289865752 ind time of verification: 14/05/2021 at 07 Availability Status: Fresh Cylinder-No Refilling- yes Area Covered- Additional info- Takes 10hr to refill ,xxxx,2021-05-14T15:49:53.485213

NOT_COVID,OXYGEN,['birbhum'],['birbhum'],['9434132232'],[],Covid Resources Bengal District Name- Birbhum Area of the Supplier-Rampurhut Supplier's name- Deb Bikram Dutta Suppliers� Contact- 9434132232 ind time of verification: 14/05/2021 at 07: Availability Status: Fresh Cylinder-No Refilling- yes Area Covered- Additional info- Takes 2days for refill ,xxxx,2021-05-14T15:49:56.147652

NOT_COVID,OXYGEN_BED,"['kolkata', 'jadavpur', 'jadavpur']","['kolkata', 'jadavpur', 'jadavpur']",['9831199333'],[],"Covid Resources Bengal District - kolkata Area of supplier : Jadavpur Supplier name : oxygen camp Supplier contact : 9831199333 Date and time verification -14/5/2021, 6:54 PM Availability status- Refilling :yes Fresh cylinder :available Area covered -jadavpur Additional info - if any ",xxxx,2021-05-14T15:50:01.201842

NOT_COVID,OXYGEN,"['purbo burdwan', 'burdwan']","['purbo burdwan', 'burdwan']",['9474489235'],[],Covid Resources Bengal District Name- Purbo Burdwan Area of the Supplier-Burdwan Supplier's name- Indian Oxygen(Mishra) Suppliers� Contact- 9474489235 and time of verification: 14/05/2021 at 6:5 Availability Status: Fresh Cylinder-No Refilling- yes Area Covered- Additional info- AdharCard ,xxxx,2021-05-14T15:50:04.769770

NOT_COVID,OXYGEN,"['kolkata', 'yesh', 'baghajatin']","['kolkata', 'yesh', 'baghajatin']",['8017711721'],[],Covid Resources Bengal District Name- kolkata Area of the Supplier- Baghajatin Supplier's name- oxyline sevice Suppliers� Contact -8017711721 Date and time of verification: 14/05/2021 at 06:51pm Availability Status: Fresh Cylinder- No Refilling- Yesh Area - Baghajatin ,xxxx,2021-05-14T15:50:07.468323

NOT_COVID,OXYGEN,"['paschim mednipur', 'kharagpur']","['paschim mednipur', 'kharagpur']",['9064256818'],[],Covid Resources Bengal District Name- Paschim Mednipur Area of the Supplier-Kharagpur Supplier's name- Gour Paul( Nandini Medical) Suppliers� Contact- 9064256818 Date and time of verification: 14/05/2021 at 6:46pm Availability Status: Fresh Cylinder-yes Refilling- yes Area Covered- Additional info- AdharCard ,xxxx,2021-05-14T15:50:10.974096

NOT_COVID,OXYGEN_BED,"['kolkata', 'jadavpur', 'jadavpur']","['kolkata', 'jadavpur', 'jadavpur']",['9831199333'],[],"Covid Resources Bengal District - kolkata Area of supplier : Jadavpur Supplier name : oxygen camp Supplier contact : 9831199333 Date and time verification -14/5/2021, 6:54 PM Availability status- Refilling :yes Fresh cylinder :available Area covered -jadavpur Additional info - if any ",xxxx,2021-05-14T15:50:13.586081

NOT_COVID,OXYGEN,"['purbo burdwan', 'burdwan']","['purbo burdwan', 'burdwan']",['9474489235'],[],Covid Resources Bengal District Name- Purbo Burdwan Area of the Supplier-Burdwan Supplier's name- Indian Oxygen(Mishra) Suppliers� Contact- 9474489235 and time of verification: 14/05/2021 at 6:5 Availability Status: Fresh Cylinder-No Refilling- yes Area Covered- Additional info- AdharCard ,xxxx,2021-05-14T15:50:16.107507

NOT_COVID,OXYGEN,"['kolkata', 'lake town', 'nager bazar', 'bangur']","['kolkata', 'lake town', 'nager bazar', 'bangur']",['7439773807'],[],"Covid Resources Bengal District name- kolkata supply- Lake Town, nager bazar, bangur, D Name of supplier- chandrani Di Contact-74397 73807 Time and date of verification 6:09PM,14/05 Availability status: Fresh cylinder. no Refilling-yes Requirement-nothing ",xxxx,2021-05-14T15:50:21.359896

NOT_COVID,OXYGEN,"['paraganas', 'belghoria']","['paraganas', 'belghoria']",['7439645407'],[],"Covid Resources Bengal District name-North 24 paraganas Area of supply- Belghoria Name of supplier- Achinta Contact-7439645407 e and date of verification 6:15PM, 14, Availability status: Fresh cylinder. no Refilling-yes Requirement-nothing ",xxxx,2021-05-14T15:50:24.348325

NOT_COVID,OXYGEN,"['amdanga', 'amdanga', 'santashpur']","['amdanga', 'amdanga', 'santashpur']",['9836381501'],[],"Covid Resources Bengal District Name- North 24 parganas Area of the Supplier- Santosh pur, amdanga Supplier's name Asha oxygen service . Suppliers� Contact- 9836381501 Date and time of verification: 14/05/2021 at 06:04 pm Availability Status: Fresh Cylinder- no Refilling- only refilling Area Covered amdanga, santashpur Additional info- if any ",xxxx,2021-05-14T15:50:27.427260

NOT_COVID,OXYGEN,['kolkata'],['kolkata'],"['+9190735625', '9073562583']",[],Covid Resources Bengal +91 90735 62583 District Name- Kolkata Area of the Supplier- Newtown Supplier's name- Suppliers� Contact-9073562583 Date and time of verification: 14/05/2021 at 06:02 pm Availability Status: Fresh Cylinder- no Refilling- yes ,xxxx,2021-05-14T15:50:29.877495

NOT_COVID,OXYGEN,"['kolkata', 'lake town', 'nager bazar', 'bangur']","['kolkata', 'lake town', 'nager bazar', 'bangur']",['7439773807'],[],"Covid Resources Bengal District name- kolkata supply- Lake Town, nager bazar, bangur, D Name of supplier- chandrani Di Contact-74397 73807 Time and date of verification 6:09PM,14/05 Availability status: Fresh cylinder. no Refilling-yes Requirement-nothing ",xxxx,2021-05-14T15:50:32.286272

NOT_COVID,OXYGEN,"['paraganas', 'belghoria']","['paraganas', 'belghoria']",['7439645407'],[],"Covid Resources Bengal District name-North 24 paraganas Area of supply- Belghoria Name of supplier- Achinta Contact-7439645407 e and date of verification 6:15PM, 14, Availability status: Fresh cylinder. no Refilling-yes Requirement-nothing ",xxxx,2021-05-14T15:50:35.981162

NOT_COVID,OXYGEN,"['bengal', 'kolkata']","['bengal', 'kolkata']","['9089085252', '14052021']",[],"Covid Resources Bengal Area of Supply - Kolkata {Online - depending on pin cade} Name of Supplier - Tablet Farmacy Supplier's contact - 9089085252 Time and date of verification - 5:42 PM, 14-05-2021 Availability Status - Fresh Cylinder - Might take some time to arrange Refill only - no Additional info : They also supply medicines, online, you have to tell them pin code for that. ",xxxx,2021-05-14T15:50:40.720637

NOT_COVID,OXYGEN,"['kolkata', 'jadavpur']","['kolkata', 'jadavpur']","['+9179806612', '14052021']",[],"Covid Resources Bengal District- Kolkata Area of Supply - Jadavpur Name of Supplier - Supplier's contact - +91 79806 61249 Time and date of verification - 5:52 PM, 14-05-2021 Availability Status - Fresh Cylinder - no Refill- yes ",xxxx,2021-05-14T15:50:42.924535

NOT_COVID,OXYGEN,['kolkata'],['kolkata'],['9051653106'],[],Covid Resources Bengal District Name- Kolkata Area of the Supplier- Garia Supplier's name- Ratan Dutta Suppliers� Contact- 9051653106 Date and time of verification: 14/05/2021 at 05:35 pm Availability Status: Fresh Cylinder- no Refilling- only Yes Area Covered - garia Additional info- if any ,xxxx,2021-05-14T15:50:45.696713

NOT_COVID,OXYGEN,"['bengal', 'midnapore', 'midnapore']","['bengal', 'midnapore', 'midnapore']","['8145822292', '956484975']",[],"Covid Resources Bengal District- Midnapore Area of Supply - Midnapore Name of Supplier- Supplier's contact- 81458 22292 Time and date of verification - 14/05/2021,5:26pm Availability Status- Fresh Cylinder - No Refill only - Yes Requirement- Prescription and documents dditional Info (if any)- recommended to contact a retail store- 956484975 ",xxxx,2021-05-14T15:50:48.113635

NOT_COVID,OXYGEN,"['bengal', 'kolkata']","['bengal', 'kolkata']","['9089085252', '14052021']",[],"Covid Resources Bengal Area of Supply - Kolkata {Online - depending on pin cade} Name of Supplier - Tablet Farmacy Supplier's contact - 9089085252 Time and date of verification - 5:42 PM, 14-05-2021 Availability Status - Fresh Cylinder - Might take some time to arrange Refill only - no Additional info : They also supply medicines, online, you have to tell them pin code for that. ",xxxx,2021-05-14T15:50:50.722549

NOT_COVID,OXYGEN,"['kolkata', 'jadavpur']","['kolkata', 'jadavpur']","['+9179806612', '14052021']",[],"Covid Resources Bengal District- Kolkata Area of Supply - Jadavpur Name of Supplier - Supplier's contact - +91 79806 61249 Time and date of verification - 5:52 PM, 14-05-2021 Availability Status - Fresh Cylinder - no Refill- yes ",xxxx,2021-05-14T15:50:53.803926

NOT_COVID,OXYGEN_BED,['kolkata'],['kolkata'],['9433484556'],[],Covid Resources Bengal District Name- Kolkata Area of the Supplier- Behala Supplier's name- Manashi medical hall Suppliers� Contact- 9433484556 Date and time of verification: 14/05/2021 at 05:24 pm Availability Status: Fresh Cylinder- no Refilling- Yes Area Covered behala Additional info- if any ,xxxx,2021-05-14T15:50:58.392073

NOT_COVID,BLOOD,[],[],[],[], ,xxxx,2021-05-14T15:50:59.980010

NOT_COVID,OXYGEN,"['baruipur', 'gopal']","['baruipur', 'gopal']",['8620054293'],[],Covid Resources Bengal District Name- South 24 Parganas Area of the Supplier- Baruipur Supplier's name- Gopal Pramanik Suppliers' Contact - 8620054293 Date and time of verification: 14/05/2021 at 5:18 pm Availability Status: Fresh Cylinder- No Refilling- No ,xxxx,2021-05-14T15:51:02.261866

NOT_COVID,OXYGEN_BED,"['howrah', 'howrah']","['howrah', 'howrah']",['8910820554'],['bhaskar roy'],Covid Resources Bengal District Name- Howrah Area of the Supplier- Howrah Supplier's name- Bhaskar Roy Suppliers� Contact- 8910820554 Date and time of verification: 14/05/2021 at 05:21pm Availability Status: Fresh Cylinder-No Refilling- Yes Area Covered hawrah Additional info- cylinder will be available tomorrow morning ,xxxx,2021-05-14T15:51:04.500654

NOT_COVID,OXYGEN_BED,['kolkata'],['kolkata'],['9433484556'],[],Covid Resources Bengal District Name- Kolkata Area of the Supplier- Behala Supplier's name- Manashi medical hall Suppliers� Contact- 9433484556 Date and time of verification: 14/05/2021 at 05:24 pm Availability Status: Fresh Cylinder- no Refilling- Yes Area Covered behala Additional info- if any ,xxxx,2021-05-14T15:51:06.857087

NOT_COVID,OXYGEN_BED,['nc'],['nc'],[],[],COVID RESOURCES BENGAL nc) mn Ses sS ,xxxx,2021-05-14T15:51:10.493525

NOT_COVID,OXYGEN_BED,['nc'],['nc'],[],[],COVID RESOURCES BENGAL nc) mn Ses sS ,xxxx,2021-05-14T15:51:15.190000

NOT_COVID,OTHER,[],[],[],[],Cc Tus Fat - ,xxxx,2021-05-14T15:51:18.688450

NOT_COVID,OTHER,[],[],[],[],Cc Tus Fat - ,xxxx,2021-05-14T15:51:20.618074

NOT_COVID,OXYGEN,"['bengal', 'barrackpore']","['bengal', 'barrackpore']",['9874443101'],[],"COVID RESOURCES BENGAL Area of the Supplier-Barrackpore Supplier's name- Ayan Basu Supplier's Contact- 9874443101 Date & Time of verification: May 14, 4:40pm Availability Status:- Fresh Cylinder-Subject to Availability Refilling- Delayed refillling. Area Covered- Barrackpore Additional info-Portable oxygen cylinders are available as per requirements ",xxxx,2021-05-14T15:51:23.351546

NOT_COVID,OXYGEN,['birbhum'],['birbhum'],['7384197999'],[],"COVID RESOURCES BENGAL District Name- Birbhum Area of the Supplier-Sainthia Supplier's name-name-Pritam Pami Supplier's Contact- 7384197999 Date & Time of verification: May 14, 4:50pm Availability Status:- Fresh Cylinder-Not Available. Refilling-Refill only Area Covered- Sainthia Additional info-They had only 3 oxygen cylinders. ",xxxx,2021-05-14T15:51:29.171093

NOT_COVID,ICU_BED,['kolkata'],['kolkata'],['9804230307'],[],"COVID RESOURCES BENGAL District Name- KOLKATA Area of the Supplier- BESIDE PHOOLBAGAN THANA Supplier's name- RIDDHI SIDDHI PHARMACY Contact- 9804230307 Date and time of verification: 16.11, 14 MAY Availability Status: ONLY REFILLING Fresh Cylinder- NO Refilling-YES Area Covered- na Additional info- NA ",xxxx,2021-05-14T15:51:33.542256

NOT_COVID,OXYGEN_BED,"['kolkata', 'lake town']","['kolkata', 'lake town']",['9339790295'],[],"COVID RESOURCES BENGAL District Name- kolkata Area of the Supplier- lake town Supplier's name- madhab banik Contact- 9339790295 Date and time of verification: 16.06, 14.5.21 Availability Status: Only refilling Fresh Cylinder- No Refilling- Yes Area Covered- NA Additional info- takes 24 hrs to refill ",xxxx,2021-05-14T15:51:36.111840

NOT_COVID,OXYGEN_BED,[],[],['9748761456'],[],"COVID RESOURCES BENGAL District Name- north 24 pargana Area of the Supplier-Barasat Supplier's name-name- niladri bannerjee Supplier's Contact 9748761456 Date & Time of verification: May 14 , 4:03 pm Availability Status:- only refill Fresh Cylinder-No Refilling-Only Refill Area Covered- Barasat Additional info ",xxxx,2021-05-14T15:51:38.595503

NOT_COVID,OXYGEN_BED,"['bongaon', 'bongaon']","['bongaon', 'bongaon']",['8918071202'],[],"COVID RESOURCES BENGAL District Name- North 24 Pgs Area of the Supplier- Bongaon Supplier's name- Sudip Sarkar Contact- 8918071202 Date and time of verification: 16.17, 14.5.21 Availability Status: yes Fresh Cylinder- No Refilling- Yes (Same Company Must) Area Covered- Bongaon Additional info- NA ",xxxx,2021-05-14T15:51:41.176578

NOT_COVID,ICU_BED,['kolkata'],['kolkata'],['9804230307'],[],"COVID RESOURCES BENGAL District Name- KOLKATA Area of the Supplier- BESIDE PHOOLBAGAN THANA Supplier's name- RIDDHI SIDDHI PHARMACY Contact- 9804230307 Date and time of verification: 16.11, 14 MAY Availability Status: ONLY REFILLING Fresh Cylinder- NO Refilling-YES Area Covered- na Additional info- NA ",xxxx,2021-05-14T15:51:43.725140

NOT_COVID,OXYGEN_BED,"['kolkata', 'lake town']","['kolkata', 'lake town']",['9339790295'],[],"COVID RESOURCES BENGAL District Name- kolkata Area of the Supplier- lake town Supplier's name- madhab banik Contact- 9339790295 Date and time of verification: 16.06, 14.5.21 Availability Status: Only refilling Fresh Cylinder- No Refilling- Yes Area Covered- NA Additional info- takes 24 hrs to refill ",xxxx,2021-05-14T15:51:46.344865

NOT_COVID,OXYGEN_BED,[],[],['9748761456'],[],"COVID RESOURCES BENGAL District Name- north 24 pargana Area of the Supplier-Barasat Supplier's name-name- niladri bannerjee Supplier's Contact 9748761456 Date & Time of verification: May 14 , 4:03 pm Availability Status:- only refill Fresh Cylinder-No Refilling-Only Refill Area Covered- Barasat Additional info ",xxxx,2021-05-14T15:51:48.848028

NOT_COVID,OXYGEN_BED,"['murshidabad', 'berhampore']","['murshidabad', 'berhampore']",['7003103243'],[],"COVID RESOURCES BENGAL District Name- Murshidabad Area of the Supplier- Berhampore Supplier's name- Ankhi Ganguly Supplier's Contact- 7003103243 Date & Time of verification: May 14 , 4:10pm Availability Status:- Fresh Cylinder-No Refilling-Only Refill Area Covered- Berhampore Additional info-NA ",xxxx,2021-05-14T15:51:53.744505

NOT_COVID,BLOOD,[],[],[],[],7a ale) 009) TUS O) Ce nee ,xxxx,2021-05-14T15:51:55.739844

NOT_COVID,OXYGEN,"['bnakura', 'bankura', 'bankura']","['bnakura', 'bankura', 'bankura']",['7866855988'],[],"COVID RESOURCES BENGAL District Name- Bnakura Area of the Supplier- Bankura Supplier's name- Sreyashi Contact- 7866855988 Date and time of verification: 16.20, 14.5.21 Availability Status: yes Fresh Cylinder- No Refilling- Yes ( Only Covid Positive) Area Covered- Bankura Additional info- NA ",xxxx,2021-05-14T15:51:58.330722

NOT_COVID,OXYGEN_BED,"['darjeeling', 'siliguri']","['darjeeling', 'siliguri']",['9832020788'],['ashok sharma'],COVID RESOURCES BENGAL District Name- darjeeling Area of the Supplier- siliguri Supplier's name- ashok sharma Contact: 9832020788 Availability Status:- Fresh Cylinder-yes Refilling-yes Area Covered- Additional info-NA ,xxxx,2021-05-14T15:52:00.441824

NOT_COVID,OXYGEN_BED,"['murshidabad', 'berhampore']","['murshidabad', 'berhampore']",['7003103243'],[],"COVID RESOURCES BENGAL District Name- Murshidabad Area of the Supplier- Berhampore Supplier's name- Ankhi Ganguly Supplier's Contact- 7003103243 Date & Time of verification: May 14 , 4:10pm Availability Status:- Fresh Cylinder-No Refilling-Only Refill Area Covered- Berhampore Additional info-NA ",xxxx,2021-05-14T15:52:03.117912

NOT_COVID,OXYGEN,['purba burdwan'],['purba burdwan'],['9749450067'],[],"COVID RESOURCES BENGAL District Name: Purba Burdwan Area of the Supplier: Burdwan Supplier's name: MD Medical Contact: 9749450067 Date and time of verification: 14th May, 3:10 pm Availability Status: Fresh Cylinder- NO Refilling- YES ",xxxx,2021-05-14T15:52:07.390931

NOT_COVID,BLOOD,[],[],[],[], LEADS �>�__> RE OAC ae a as ,xxxx,2021-05-14T15:52:09.252783

NOT_COVID,OXYGEN,"['paschim burdwan', 'chittaranjan']","['paschim burdwan', 'chittaranjan']",['8759152521'],['abhijit mondal'],"COVID RESOURCES BENGAL District Name: Paschim Burdwan Area of the Supplier: Rupnarayanur, Chittaranjan Supplier's name: Abhijit Mondal (volunteer) Contact: 8759152521 Date and time of verification: 14th May, 3:29 pm Availability Status: Fresh Cylinder- YES Refilling- NO ",xxxx,2021-05-14T15:52:11.513799

NOT_COVID,OXYGEN,"['paschim burdwan', 'durgapur']","['paschim burdwan', 'durgapur']",['9832282062'],['nirendranath babu'],"COVID RESOURCES BENGAL District Name: Paschim Burdwan Area of the Supplier: Durgapur Supplier's name: Nirendranath Babu Contact: 9832282062 Date and time of verification: 14th May, 3:20 pm Availability Status: Fresh Cylinder- NO Refilling- YES ",xxxx,2021-05-14T15:52:13.917759

NOT_COVID,OXYGEN,['purba burdwan'],['purba burdwan'],['9749450067'],[],"COVID RESOURCES BENGAL District Name: Purba Burdwan Area of the Supplier: Burdwan Supplier's name: MD Medical Contact: 9749450067 Date and time of verification: 14th May, 3:10 pm Availability Status: Fresh Cylinder- NO Refilling- YES ",xxxx,2021-05-14T15:52:16.352750

NOT_COVID,OXYGEN_BED,[],[],[],[], LEADS �>�__> aa OXYGEN ) a oe er eee ,xxxx,2021-05-14T15:52:20.959049

NOT_COVID,OXYGEN_BED,[],[],[],[], LEADS �>�__> aa OXYGEN ) a oe er eee ,xxxx,2021-05-14T15:52:22.856507

NOT_COVID,OXYGEN,['shrikant baid'],['shrikant baid'],['9434019151'],[],"COVID RESOURCES BENGAL District Name: Darjeeling Area of the Supplier: Siliguri Supplier's name: Shrikant Baid Contact: 9434019151 Date and time of verification: 14th May, 3:50 pm Availability Status: Fresh Cylinder- NO Refilling- YES ",xxxx,2021-05-14T15:52:25.135055

NEED_HELP,OXYGEN,['bhawanipur'],['bhawanipur'],[],[],Pepe UCM ite ley lia Any Oxygen leads in Bhawanipur area? @AMIO_PHOT ,xxxx,2021-05-14T15:52:34.938244

NOT_COVID,OXYGEN_BED,[],[],[],[], Mapping of Private Covid Vaccination Centre with Government Vaccination Centre. 2nd dose COVISHIELD & |COVAXIN- Available ,xxxx,2021-05-14T15:52:40.362636

NOT_COVID,OXYGEN_BED,[],[],[],[], Mapping of Private Covid Vaccination Centre with Government Vaccination Centre. 2nd dose COVISHIELD & |COVAXIN- Available ,xxxx,2021-05-14T15:52:43.651541

NOT_COVID,OXYGEN_BED,"['co', 'boulevard southern avenue', 'lake place', 'ko']","['co', 'boulevard southern avenue', 'lake place', 'ko']",[],[],"Private Kolkata eee Covid | Municipal | Vaccination Centres : Pieced ete Lela) al ona Feist iar ee aay cess scshice ni eueccmanuc) Asia Medical | Borough Vill pape (Co) 9 Dee aLcu cea) tui Pees aoe ve Borough Vill | Address : 2,Boulevard Southern avenue & Lake Place Crossing ,KOL-29 Ke Poe cae (UPHC) 109 ara ele el ey bebe Fay Toe NEAR MUKUNDA BHOBAN nea Puls ass Pera Tera) KOL-10 Pres Perea Beco ee Piet ie ; lo Clinic Ge ueuicy chy ot Da PCT) sae Cleary Cr a) Health Centre (UPHC) 93. Pricer St gg Pri Cec rrorsens ey Suir Reena) Health Centre (UPHC) 1 PCS Ace a Cea reed een PaaS es Prieta oes peters ee Uo al Werner TAY GHAT STREET, KOL-06 Cece Soci PR UTA Health Centre (UPHC) 31 UE aKa rey Ream e cn] ecco Gane) Peete ancy Pricer Sen OSG Nr ESUCteirTe eMC) ncn Nee Sic best ova erst eric} Peers Rote arenas TTY ers PMc RGU & SOUTHERN AVENUE CESS E) Patera) Centre(UPHC) 105-Address: Tera on) RO Garage CUO) CEE) Ran oees eens eee Wines DR. MEGHNAD SAHA SARANI PR aN CROSSING, KOL-23 Pretec may ease Cee Soe nents Pret Mieteenee ae Tea) ean) Dems eleue Dr Ca Reena Centre(UPHC) 124 SLOWS.) UV SIRS rue Usa elec} ",xxxx,2021-05-14T15:52:51.524657

NOT_COVID,ICU_BED,"['centre', 'sc health centre', 'crise peter road', 'kol', 'cua health centre', 'hospital']","['centre', 'sc health centre', 'crise peter road', 'kol', 'cua health centre', 'hospital']",[],[],"No, Vaccination Pa) (Gang ees Centre) Caer Research Centre Kolkata Municipal eae ECT UN UIE Ere I oer bE Borough IX eens Neer ke td Mier retd oN elo ee Tec} ue ccmaiucs Health Centre (UPHC) 93 Lae se GLa Peers Rietnans Health Centre (UPHC) 81 �Address: 16 Mondal Rouen ney Poe S) KMC Urban Primary ecu anos EVES IAT wikes cra Dal) ener Nees LEAD GIN} TERRACE KOL-19 urea) Heaith Centre (UPHC) 32 ROE Saa ES UES) SARANI KOL-54 Rees Uae Health Centre (UPHC) 108 PORES aN Pore) urticcuuae? Health Centre (UPHC) 144] Pra LAU Gare) Clee sc Health Centre (UPHC) 74 Crise Peter ROAD, KOL-27 ROM cua Health Centre (UPHC) 78 URIS ar) (ier ol) eens Nee uler ad Siicestd ovary Rao RCO ey �Address: 45 Nabin Krishna Gren cles Pett Ua olad eae uo} EOL NolBe) Use Vamenta HOSPITAL Deyo) Renate acy ee ORL ECCS DO EGE Eny Dearest! geri Poetics Urner an errr anOey eS atcG) UVR UCR Ly por aura gs F Peto as eles CSS ete cuted Pree s ",xxxx,2021-05-14T15:52:57.684741

